Topic,Words,Frequency,Class
480,"lpa, lphs, lphs great, lps, forestry",7,low_fb
481,"rio, rio linda, linda, linda high, rio vista",3,low_fb
482,"vanguard, vanguard high, tries childred, vanguard doing, vanguard involved",2,low_fb
484,"ranking cadets, couldent pencil, doing pt, attend pmsa, pt failed",2,low_fb
485,"sky view, bus 93, terrible sky, 93 terrible, tonya drives",1,low_fb
486,"blessing uplifting, encouraging true, pace couldn, happier rate, pleased really",3,low_fb
487,"manogue, attended manogue, wih day, succed teacher, content lowering",2,low_fb
488,"island, islands, island school, caledonia high, islands high",11,low_fb
489,"lane, academic center, lane diverse, graduated lane, lane school",9,low_fb
490,"hackett terrific, kennedy miss, collier wonderful, ms collier, terrific little",1,low_fb
491,"opportunities succeed, succeed great, awesome love, students opportunities, staff highly",3,low_fb
492,"bronx, bronx leadership, east bronx, bronx academy, schools bronx",10,low_fb
493,"onw, online, online school, unbearable home, moldy lunch",4,low_fb
494,"texas, cup, school texas, cup championships, texas lone",10,low_fb
495,"baldwin, baldwin high, school declined, procedure exceptional, baldwin nicest",5,low_fb
496,"howard, howard school, working howard, love howard, howard high",11,low_fb
498,"exception interesting, single exception, wasted single, witnessed avoid, internship organized",2,low_fb
499,"camden, brimm, cma, camden military, arise adequately",5,low_fb
500,"dsa, dses, majors, dse, dsa years",13,low_fb
501,"grew deer, went dphs, dphs great, park 70, comments gone",1,low_fb
502,"cleveland, akron, went cleveland, school cleveland, juniors seniors",9,low_fb
503,"summer, scope administration, lost likely, sources arranged, preportory",2,low_fb
504,"cte, act21 club, cte offering, engineering different, programs act21",3,low_fb
505,"nsa, bradford, bradford academy, attended nsa, nsa offers",14,low_fb
509,"proud, green county, river city, school proud, coach brooks",9,low_fb
511,"arlington, arlington high, arlington horrible, arlington community, student arlington",6,low_fb
512,"ford, henry, henry ford, henry loved, just aspanking",3,low_fb
513,"shs, speedway, graduated shs, shs friendly, shroder",9,low_fb
514,"orange, orange county, future academical, academical personal, went orange",3,low_fb
515,"gmhs, gms, profession admins, prepared unanswered, going gmhs",4,low_fb
516,"northwood just, highschools program, parent rapides, program prosper, teacher northwood",1,low_fb
517,"horicon, holliday, hough hs, hough, practice identity",5,low_fb
518,"johnson, johnson high, principal johnson, mrs johnson, jonesboro",14,low_fb
519,"latin, boston latin, bla, boys latin, latin school",13,low_fb
520,"ignatius, st ignatius, loyola, saint ignatius, ignatius college",16,low_fb
521,"tri, tri cities, tri county, cities, triton",12,low_fb
522,"nazareth, naz, mary nazareth, nazareth academy, mary",12,low_fb
523,"edgewood, edgewood high, berkwood, tightest, berkwood hedge",20,low_fb
524,"richmond, berkshire, richmond county, richmond community, cosby",9,low_fb
525,"charlotte, ardrey kell, ardrey, kell, school charlotte",7,low_fb
526,"tigers, tiger, drama teacher, cubs, school tigers",7,low_fb
527,"wonderful respectable, respectable lady, kids nieces, lady love, nephews love",2,low_fb
528,"perry, perry high, perry schools, perry public, teachers perry",24,low_fb
529,"grandview, ghs, love grandview, known suburbs, yes apathetic",6,low_fb
530,"assumption, average jcps, comparing assumption, don comparing, arms offer",1,low_fb
531,"hpa, hps, hp, hpcs, hpe",17,low_fb
532,"differences doesn, ruskin, russian, life ruskin, fillend",2,low_fb
535,"sheridan, sheridan school, trouble making, school sheridan, guide showed",6,low_fb
536,"impressed ophs, teachings awesome, ophs great, minded great, great teachings",1,low_fb
537,"love picture, negreet, jesus hanging, curriculum camaraderie, kansas news",2,low_fb
538,"berwick, delphi, berwick great, marshwood, opinon",5,low_fb
539,"aq happy, loves aq, aq, daughter loves, anza",1,low_fb
540,"hmsa, hms, hmsa years, attended hmsa, goal oriented",5,low_fb
541,"fyffe, report alabama, members fyffe, 100 goals, state nclb",1,low_fb
542,"cooper, engineering got, gives edge, technology machinery, interests include",4,low_fb
545,"italy, scuola, la scuola, italian, italy high",4,low_fb
546,"nha, community home, princ involve, came nha, leave jaffrey",5,low_fb
547,"parkers chapel, parkers, chapel deserves, home parkers, parker",1,low_fb
551,"belleville, belleview, belleville high, belle, belle plaine",10,low_fb
552,"np, nphs, npc, npp, np3",16,low_fb
553,"accusations levied, facility grave, failed fundamental, recent accusations, levels necessary",3,low_fb
554,"boone, southern boone, bridgeport, southern, boone county",5,low_fb
555,"ehs, student ehs, ehs great, teachers ehs, ehca",16,low_fb
556,"global, international, global studies, glc, expanding knowledge",5,low_fb
557,"panthers, panther, wellborn, arj, south bossier",9,low_fb
558,"band developed, excellant 1st, grow taking, 1st student, meant older",2,low_fb
559,"magnolia, involoved, going bullied, magnolia school, ask student",2,low_fb
560,"heritage, heritage christian, hcs, harvest, state se",3,low_fb
561,"turkish, gather turkish, semim prepare, hsa garland, languages turkish",1,low_fb
562,"api, bethel high, vallejo, considering prides, high vallejo",3,low_fb
564,"ppas, ppa, ironically conservatories, refershing truth, separate cirriculum",3,low_fb
565,"rocky, rocky river, rrhs, river, river great",3,low_fb
566,"heights, care need, castle, achieve qualms, heights match",2,low_fb
567,"vincent, st vincent, saint vincent, vincent ferrer, ferrer",8,low_fb
570,"sasa, sas, classen, sasa students, half day",2,low_fb
571,"foshay family, family challenging, foshay, challenging caring, supportive truly",2,low_fb
572,"curricular volunteer, creek attempting, easy johns, compensate son, offering lacking",1,low_fb
573,"rogers, rogers high, ropers, millennium scholarship, gates millennium",9,low_fb
575,"common core, common, core, core simplified, require problem",2,low_fb
576,"legend, springs, legend high, colorado, exchange students",4,low_fb
579,"seton, seton hall, spp, attended seton, year seton",23,low_fb
580,"enrolled continually, graduated adequately, geneva, things geneva, opportunities ghs",1,low_fb
581,"waterford union, waterford, union high, asspect, good asspect",1,low_fb
582,"hyde, addison, hyde park, hearted learn, cheswayo",4,low_fb
583,"allen, lacey, lovejoy isd, allen isd, glen allen",4,low_fb
584,"elizabeth, elizabeth seton, st elizabeth, seton, follow roadrunner",1,low_fb
585,"regina, maria, regina high, maria regina, ave maria",9,low_fb
587,"mistake switched, switched went, hall better, aspect way, went calvert",1,low_fb
588,"gangs, gang, gang activity, desert oasis, river city",15,low_fb
589,"redan high, redan, paycheck redan, son suspicions, conformed son",4,low_fb
590,"webster, east webster, webster billing, billing webster, webster did",2,low_fb
591,"gifted suffers, illnes disabilities, ms doherty, disabilities steer, doherty exceptional",1,low_fb
592,"mitchell, school grand, grand, excel bccs, passion wants",2,low_fb
593,"montgomery, montgomery high, eastern montgomery, differences mocked, montgomery offer",4,low_fb
594,"snyder, snyder like, obviously counting, teachers snyder, barely programs",9,low_fb
595,"verde, verde pleased, campo verde, palo verde, campo",5,low_fb
596,"lottery, entrance, really shame, face mistake, daughter vsaa",7,low_fb
597,"muir, john muir, john, muir high, improvement students",5,low_fb
598,"sierra, drugs yard, golden sierra, sierra view, foothill",3,low_fb
599,"bates, ksla national, starting offer, crew ksla, principal alexandra",2,low_fb
600,"seneca, seneca east, choral division, cleanliness gymnasium, departments spanish",2,low_fb
601,"d38 school, 0000 school, expected d38, 0000, disappointed disappointed",4,low_fb
602,"adams, patient embracing, rotc progam, hold teams, progam denver",1,low_fb
603,"imhotep, immaculata, imani, ims, love imhotep",6,low_fb
605,"louisiana, baton, baton rouge, rouge, dutchtown",13,low_fb
606,"pk, pk certainly, pk past, bright teachera, pkhs student",2,low_fb
608,"think rising, sun great, rising sun, kids attention, believe kids",1,low_fb
611,"raphael, saint raphael, raphael academy, st raphael, preparing colleges",3,low_fb
612,"hampton, hampton park, school hampton, hampton roads, hampton high",7,low_fb
613,"aquinas, aquin, arc, summary leaving, oriented mission",3,low_fb
614,"school miller, miller, miller grooooovee, bruuuuuhhh, grove bruuuuuhhh",2,low_fb
618,"elgin, calhoun, elgin high, fort calhoun, crowds issues",6,low_fb
619,"st rita, rita, tom best, grandson chose, chose junior",1,low_fb
620,"harrison, harrison great, north harrison, harrison high, blue tide",8,low_fb
622,"absoultely loves, senior absoultely, competent happy, absoultely, loves teachers",4,low_fb
624,"northwest, olathe northwest, love northwest, recommend northwest, olathe",9,low_fb
625,"bolles, bodine, bolles year, rich brats, brats",13,low_fb
626,"indian trail, trail, trails, indian, ct success",3,low_fb
627,"mesa, mesa inclusive, murrieta son, mesa awesome, went mesa",2,low_fb
628,"canterbury, luers, canterbury exit, interview used, canterbury wish",1,low_fb
629,"experience md, md, good experience, experience, good",1,low_fb
630,"oklahoma, oktaha, thing oklahoma, workers think, technology furniture",6,low_fb
631,"ma, holliston, schools ma, sabis, statistics success",4,low_fb
633,"xavier, xavier high, sons xavier, jrotc, say xavier",38,low_fb
634,"princeton, school princeton, thrilled town, princeton growing, recruit world",4,low_fb
635,"kent, kentlake, kent breath, current cross, west middlesex",5,low_fb
636,"tma, tma lower, tma truly, developed want, tma say",4,low_fb
637,"langley, poe, langley high, school langley, cliques",25,low_fb
639,"pioneer, pioneer high, love pioneer, pioneer great, staff pioneer",5,low_fb
640,"longwood, hazelwood, longwood granted, sees getting, stress overwhelmed",3,low_fb
641,"bethal, learn bethal, remain achs, universities city, bethal smart",1,low_fb
642,"lodi, loma, lodi high, lla, loma portal",6,low_fb
643,"held door, attend tonight, verification facts, door slam, tours self",2,low_fb
644,"springfield, involves, springfield high, drug problems, morale",4,low_fb
645,"stanton, klein, klein oak, stanton stanton, staff stanton",6,low_fb
649,"hamlin, attitude standards, hamlin high, collegiate new, forward integrating",2,low_fb
650,"cherokee, cherokee trail, trail, cherokee high, idea fortunate",5,low_fb
651,"dansville, future dansville, improved gives, dansville teachers, knowing buildings",1,low_fb
652,"holmes, ms holmes, cut piece, names maximum, holmes fascinating",1,low_fb
653,"knight, department knights, enjoys coaches, grader knight, bet beat",3,low_fb
656,"louisburg, wicksburg, louisburg high, lewisburg, childersburg",8,low_fb
659,"rvhs, choose rv, staff rvhs, rvhs 2013, shoes select",1,low_fb
660,"lambert good, education actively, lambert, parents care, actively involved",1,low_fb
661,"political, book written, political views, views, conservative",10,low_fb
663,"gtch, base gtch, gtch great, gtch gave, university thankful",1,low_fb
665,"taft, taft high, regulars, academic center, school taft",17,low_fb
666,"parkway, omaha, parkway parkway, parkway center, center city",7,low_fb
667,"rural, town rural, rural school, rural schools, ww",8,low_fb
668,"accountable openly, useless consequences, discipline trinity, tests useless, trinity hs",1,low_fb
669,"lds, mormon, mormons, isn mormon, mormon definitely",10,low_fb
670,"iowa, nsm, country bumpkin, bumpkin, proud employment",3,low_fb
672,"aiea, dont aiea, aiea improved, funding thats, smartest strongest",3,low_fb
674,"columbus, columbus high, proud explorer, sincerely say, school columbus",8,low_fb
675,"adventist, lla, sda, seventh day, sda believers",2,low_fb
677,"dawson, louisiana amazing, councilors excellent, thought dawson, year councilors",2,low_fb
678,"science department, science, department, conferences single, competitions extremely",6,low_fb
679,"cathedral, cathedral school, cathedral catholic, believe cathedral, happy cathedral",13,low_fb
680,"oftentimes loved, del junior, neighbors oftentimes, cen del, jac cen",1,low_fb
682,"fulton, south fulton, fulton middle, langston hughes, langston",6,low_fb
683,"carolina, said randleman, randleman high, carolina academics, requirements basic",5,low_fb
685,"harding, ezell, ezell harding, love ezell, school ezell",14,low_fb
686,"east henderson, hill eagles, henderson high, cares counselors, henderson",1,low_fb
687,"favoritemake, favoritemake changes, reconstruction order, changes reconstruction, somewhat great",5,low_fb
688,"robinson, bad don, robinson sooner, desks gym, fields completed",2,low_fb
689,"laguna, laguna beach, beach, sports coaces, cakewalk successful",1,low_fb
690,"florence, florence high, challenge transferred, receive florence, outcasts band",4,low_fb
693,"lockers, really dumb, stuck underneath, lockers wouldn, driers bathroom",3,low_fb
694,"poor, poor communication, poor academics, academics poor, poor leadership",7,low_fb
695,"rigor fast, race abeka, equates rigor, curriculum page, fast race",1,low_fb
696,"pg, georges county, georges, pg county, pghs",6,low_fb
697,"pointe, north pointe, south pointe, north, south",7,low_fb
698,"deaf, deaf children, deaf student, school deaf, hearing",10,low_fb
700,"shore, chrome, shore regional, north shore, shore acres",6,low_fb
701,"contenues improve, contenues, hope contenues, pierce city, ways gone",1,low_fb
702,"caldwell, west caldwell, tell west, levi passed, warriors remember",3,low_fb
704,"leading open, orleans graduation, asa leading, enrollment charter, college enrollment",1,low_fb
707,"district, school district, love district, district good, provider outside",13,low_fb
708,"japanese, ink students, inexperienced trying, paying paper, things customized",1,low_fb
710,"high mom, needed expansion, graduated belaire, acceptable excelled, care understands",2,low_fb
711,"southwest, southwestern, southwest love, southwestern academy, purdue",11,low_fb
712,"kindergarten 12th, happy parent, parent kids, attended kindergarten, 12th grade",1,low_fb
713,"basis smaller, experience silver, succeed note, silver valley, curriculum admit",1,low_fb
714,"swenson, graduate swenson, teachers swenson, transfer swd, swh great",3,low_fb
716,"food, fr, paper toilet, rtomorow boys, say rtomorow",5,low_fb
717,"del lago, lago, vista del, vista, lago hs",1,low_fb
718,"dominic, st dominic, dominic school, st, carrying backpack",8,low_fb
720,"indiana, indianapolis, indy, herron, experience indy",5,low_fb
721,"acton, ranking acton, acton number, fifth lowest, year forbes",1,low_fb
722,"butler, like butler, butler high, butler okay, butler feel",1,low_fb
725,"dame definitely, peoria notre, peoria, definitely best, notre dame",1,low_fb
726,"fremont, fremont great, fremont high, student fremont, north fremont",6,low_fb
727,"johns high, st johns, johns, ups seen, experience ups",2,low_fb
728,"fairmont, zachery kinney, bing principals, commissioner cable, great marvin",1,low_fb
729,"la salle, salle, la, salle institute, graduated la",42,low_fb
730,"westlake, westlake high, school westlake, westlake offers, magnet program",12,low_fb
732,"boarding, baylor, boarding school, mccallie gps, mccallie",13,low_fb
734,"chandler, opprotunties, chandler park, act thats, alot adult",3,low_fb
735,"fights, alright drama, rouse amazing, free 15, fights 2011",5,low_fb
736,"coloma, colfax, coloma high, fantastic agricultural, society membership",4,low_fb
737,"lunch really, killing slowly, menu giving, students sodas, cheeseburger ff",1,low_fb
739,"hsc, hsc offers, hsa, new haven, maternity leave",3,low_fb
740,"lebanon, new lebanon, arts pushed, fortunate educators, alleviated loved",1,low_fb
742,"clover, cloverdale, clover park, cloverdale high, daizha",3,low_fb
744,"clay battelle, battelle, battelle 2010, battelle forth, clay",1,low_fb
746,"agnes, st agnes, saint agnes, st, agnes school",10,low_fb
747,"humans academics, eyes responsible, original unique, style original, citizens thoughtful",2,low_fb
748,"twin homeschool, school twin, twin, homeschool, hate school",1,low_fb
749,"fairfax, fairfax county, fairfax high, county, mr thomas",8,low_fb
751,"harborside, harbor, harborside academy, harbour, harborside harborside",15,low_fb
752,"falcon, falcons, briar woods, briar, fight fight",5,low_fb
754,"cross high, cross, benedict claflin, courteous academically, violence graduates",2,low_fb
755,"terra, terra vista, terraset, terra great, nerd",25,low_fb
756,"love bps, moved bennington, bennington school, bennington, ago rated",1,low_fb
758,"seminole, seminole ridge, biotechnology, wont happen, seminole high",6,low_fb
761,"jesuit, jesuit high, men, jhs, arrupe",50,low_fb
762,"galway, dublin, chose galway, galway boys, balance improvements",4,low_fb
765,"csas, csat, csa, tyner, seminar classes",7,low_fb
766,"cottonwood, try hareder, cottonwood ok, hareder, hareder like",2,low_fb
767,"graham, graham school, love graham, school graham, internships",5,low_fb
769,"sbhs, rumors, sbms, sba, sbaam",4,low_fb
770,"chapel hill, chapel, town forrest, caring chapel, help entice",2,low_fb
774,"waco, wae, expensive lie, stundents school, west waco",2,low_fb
775,"504, 504 plan, plan 504, plan, plan copper",3,low_fb
776,"kerr, hammond, hammond high, college really, textbooks",5,low_fb
777,"colorado, denver, ag teacher, school colorado, ag",8,low_fb
779,"hillgrove, woodgrove, woodgrove great, hillgrove couldn, walgrove",5,low_fb
782,"cortez, glendale, cortez takes, raises ranked, need cortez",1,low_fb
783,"skyline, skyline high, school skyline, attended skyline, skyline students",15,low_fb
784,"davidson, dfa, south delta, davidson day, delta",5,low_fb
785,"hudson, hudson high, hudson school, hudson city, incredibly informative",4,low_fb
787,"nda, ndcl, nda excellent, nda coming, nda ready",4,low_fb
788,"apperact, attending parkers, eldorado great, avail things, succeed apperact",2,low_fb
789,"reed good, mr reed, safe work, reed, keeping school",1,low_fb
792,"milwaukee, school milwaukee, lead 30, surpasses milwaukee, segregated directly",3,low_fb
793,"barnabas, daughter barnabas, inspire enlighten, far curricula, nurting accepting",2,low_fb
794,"hopkins, dealt western, shock worst, scholarship hopkins, lecture reason",2,low_fb
795,"windsor, windsor great, windsor forest, windsor high, macon",6,low_fb
798,"fletcher, punch day, feels opting, student investment, classrooms transcripts",1,low_fb
799,"monte vista, monte, vista, profanity company, provide apply",2,low_fb
800,"pasadena, severna, severna park, pool albeit, cheated friends",4,low_fb
801,"walton, walton high, wv, walton wonderful, drugs disrupt",6,low_fb
802,"memorial, memorial pulled, buildings heart, don flunk, memorial son",3,low_fb
804,"doesn platy, platy, platy sports, alexandria great, play type",1,low_fb
805,"sherwood, talented potential, circle sherwood, 1980s experience, achievements doesn",1,low_fb
806,"bsa, bshs, bsa definitely, bshs great, bsa students",6,low_fb
807,"accessible rare, wins great, science auto, carpentry administration, careers agriculture",1,low_fb
808,"doral, doral academy, performing arts, dora, scholars program",4,low_fb
809,"favoritism, favoritism students, extreme favoritism, ramsey, related names",11,low_fb
810,"woodstock, woodstock north, conserve, academy woodstock, teaching woodstock",3,low_fb
811,"russell, russell high, graduated russell, teach advice, inspired feel",2,low_fb
812,"kml, kms, number possibilities, brought instructed, individual outcome",2,low_fb
813,"school reconstruction, moment building, reconstruction moment, positive school, turning old",2,low_fb
814,"leo, st leo, leo great, administer act, academically leo",2,low_fb
815,"memphis, whitehaven, mase, whitehaven high, school memphis",12,low_fb
817,"recommend lyndhurst, compassionate humble, humble students, lyndhurst, wish improve",2,low_fb
819,"experiences chalk, don comparisons, comparisons match, abacus don, chalk abacus",3,low_fb
820,"bellarmine, bellarmine prep, jesuit tradition, excellent bellarmine, business unfortunately",2,low_fb
821,"armstrong, attending armstrong, affiliation armstrong, temper think, pressure gang",4,low_fb
824,"murphy, ramsay, king murphy, warm wlecome, happens offer",3,low_fb
827,"winter high, intentionally spend, everyday intentionally, winter schools, love winter",1,low_fb
831,"rb, impact rb, holder lucky, throw viks, partners collective",1,low_fb
832,"aos, aot, sophomore regret, aos graduates, aot compared",3,low_fb
833,"year woodson, woodson loves, respectful available, available learned, learned grades",1,low_fb
834,"bi communication, responsiveness parental, lack responsiveness, concerns recommend, issues lack",1,low_fb
835,"murray, hill murray, hill, home hill, murray high",10,low_fb
836,"work cougars, excelling think, principle big, improvements student, difference communication",1,low_fb
839,"macarthur, jobs maintain, macarthur hs, contacts classmates, definitely enforced",1,low_fb
840,"travis, rebel, rancho high, rio rancho, like different",5,low_fb
841,"belmont, belmont schools, great belmont, hardest able, wrong applying",4,low_fb
842,"dekalb, dekalb county, school dekalb, county, cedar grove",7,low_fb
843,"st john, john, john baptist, john parent, baptist",2,low_fb
846,"warren, warren great, south warren, warrensville, north warren",14,low_fb
847,"fort, fort leboeuf, leboeuf, leboeuf high, fortis",11,low_fb
848,"hickory, hickory ridge, ragin bull, blast hickory, hrhs ragin",2,low_fb
849,"enrollment classes, ascs dual, love ascs, wonderful preparing, dual enrollment",1,low_fb
850,"ta, tahanto, tattnall, tattnall wonderful, love tattnall",11,low_fb
851,"fox, bismarck concerned, better meets, lot excepting, beliefs bible",1,low_fb
852,"cox, cox high, school cox, children cox, cox provided",6,low_fb
853,"utah, schools utah, cedar high, herriman, bingham",5,low_fb
855,"turner, greenburgh, greenburgh central, turner tech, turner kindergarten",7,low_fb
857,"patterson, archer, think patterson, experience archer, theimselves",5,low_fb
858,"lhs, lhs great, lhs amazing, years lhs, incredible music",11,low_fb
859,"school recommend, recommend, great school, great, recommend school",1,low_fb
860,"awhs, evans, wears learn, sea disc, williams inclusive",2,low_fb
861,"lansing, school lansing, lansing catholic, lansing christian, lansing high",6,low_fb
863,"ylhs absolutely, attend ylhs, ylhs, happy asked, administrators willing",1,low_fb
865,"reagan, reagan early, reagan great, students reagan, reagan high",21,low_fb
866,"whitman, zeta, whitman great, walt whitman, walt",7,low_fb
869,"mcnair, offers mentors, dually enroll, students dually, erhs offers",1,low_fb
870,"stayed miss, excellent taught, miss greatly, wish stayed, time excellent",2,low_fb
871,"gilmer, gilmer high, shelton, gilmer texas, christopher shelton",1,low_fb
872,"block taking, needs boycot, boycot, boycot nursing, block needs",1,low_fb
873,"sparta, spartans, sparta high, spartan, spartans school",25,low_fb
874,"richland, suitland, suitland offers, wheaton high, ve improved",6,low_fb
876,"dropout, factory currently, definietly balence, accredation, accredation wary",1,low_fb
877,"midland, raise family, children midland, midland high, graduated midland",3,low_fb
878,"ohs, bsch, attended ohs, oha, state football",9,low_fb
880,"harlem, harlem high, columbia schools, negatively youngest, sizes negatively",2,low_fb
881,"hutto, love hutto, hutto great, hutto high, like hutto",2,low_fb
882,"bowdon, emisd pioneer, bowdon tradition, bowdon prepared, schools emisd",3,low_fb
883,"bernard, st bernard, bernard high, networking tools, world rave",3,low_fb
884,"apollo, bowman, makes sure, apollo high, owensboro apollo",2,low_fb
885,"dallas, north dallas, dallas isd, dallas stability, unit uptown",2,low_fb
886,"philadelphia, school philadelphia, philadelphia school, masterman, best philadelphia",13,low_fb
887,"landmark, landmark high, landmark great, landmark academy, year landmark",4,low_fb
890,"harvard, duke university, fed years, dc big, harvard didn",5,low_fb
891,"valle, dvhs, del valle, del, dvhs does",4,low_fb
892,"ncs, christian, northwest christian, nccs, nampa",14,low_fb
894,"jones, john jones, jones high, school jones, jones great",12,low_fb
895,"freshman2013, student 96, somebody freshman2013, 96 love, freshman2013 14",3,low_fb
896,"morris, morristown, morris knolls, knolls, dp morris",7,low_fb
897,"mlk, dr mlk, ml, don apply, mlhs",7,low_fb
903,"lasalle, lasalle ii, serena, ii, attended lasalle",3,low_fb
904,"westfield, experience westfield, westfield school, recommend westfield, westfield great",5,low_fb
905,"san antonio, antonio, san, school san, nerd",7,low_fb
906,"viking, raines, vikings, dixon, ichibon",5,low_fb
910,"knox, knox central, classes wide, wide selection, insecure encountered",1,low_fb
912,"andrews, far andrews, truth andrews, ahs preparation, andrews unacceptable",2,low_fb
913,"da vinci, vinci, stop merger, merger, da",1,low_fb
914,"started amazing, home started, love home, good children, amazing experience",2,low_fb
915,"beaver, adjustment newcomers, motivated rich, respect occasionally, occasionally disruptions",2,low_fb
917,"calabash, calabasas, ____ ____, ____, calabasas high",3,low_fb
918,"meridian, meridian district, plays standing, offer daytime, astounding husband",2,low_fb
920,"aurora, axtell, worthy graduates, pride longhorns, came extras",3,low_fb
921,"fra, fracile head, left taken, discipline confrontations, education cultured",2,low_fb
922,"cardinal, gibbons, cardinal gibbons, amish, cardinals",11,low_fb
923,"resurrection, cavaiani, pivate schools, want resurrection, gal works",4,low_fb
924,"think trevor, browne good, rumors told, told filled, trevor browne",1,low_fb
925,"fishers, fisher, fhs, fishers high, fishers great",11,low_fb
926,"fort dale, greenville, dale, fort, education fort",2,low_fb
927,"nhs, nanuet, attend nhs, student nhs, referendum",13,low_fb
932,"choice bolles, bolles best, best decision, best 10, bolles",3,low_fb
933,"genesis, genesis run, process mastered, genesis separate, coed program",1,low_fb
934,"best cte, wills point, wills, cte programs, point high",1,low_fb
937,"elkins, elkmont, elkhorn, elkins high, elkins school",7,low_fb
938,"ns, staff ns, supports improve, sophomore santa, huge rate",2,low_fb
940,"fcat, fcat scores, unfortuately born, effort unfortuately, fcat times",2,low_fb
941,"unity, robust native, woodshop business, curriculum promoted, economics woodshop",1,low_fb
942,"finest need, purely chs, palmettos finest, palmettos, community purely",1,low_fb
943,"maclay, maclay middle, attended maclay, tell maclay, macfarland",4,low_fb
944,"truman, truman does, truman years, overall truman, favorites filthy",3,low_fb
945,"topeka, topeka west, collegiate, west best, topeka collegiate",3,low_fb
946,"attend positive, daughters attend, positive experience, daughters, positive",1,low_fb
947,"milford, milford academy, milford elementary, attending milford, better milford",14,low_fb
948,"homestead senior, homestead, student homestead, jop homestead, good jop",1,low_fb
950,"bellevue, school bellevue, bellevue east, bellevue public, bellevue school",6,low_fb
-1,"high school, high, college, classes, students",21850,high_fb
0,"bullying, bullied, bully, bullies, told",720,high_fb
1,"great teachers, staff, care students, great staff, excellent",520,high_fb
2,"christian, religion, christian school, religious, bible",57,high_fb
3,"bvnw, msl, montessori, level acceptance, montello",6,high_fb
4,"great school, excellent school, school great, great, great teachers",421,high_fb
5,"pta, pths, pto, pt, spoto",55,high_fb
6,"middle school, middle, mountain grove, ryan, high school",65,high_fb
7,"spanish, language, english, immersion, spanish river",118,high_fb
8,"worst school, worst, horrible, terrible, terrible school",478,high_fb
9,"band, music, arts, music program, band program",559,high_fb
10,"10, 10 10, rate, school 10, rate school",333,high_fb
11,"charter, charter school, charter schools, apex, charter tech",46,high_fb
12,"involved sports, transition albemarle, lpp preschool, continued fountain, sports aviation",7,high_fb
13,"tech, parkland, ee smith, son, reynolds",41,high_fb
14,"reviews, review, negative, negative reviews, posted",147,high_fb
15,"principal, superintendent, assistant, new principal, leadership",121,high_fb
16,"white, racism, black, racist, color",344,high_fb
17,"love school, love, school love, graduated loved, kids love",74,high_fb
18,"special, special needs, special education, disability, disabilities",157,high_fb
19,"scores, test, test scores, tests, score",123,high_fb
20,"catholic, catholic school, catholic schools, catholic high, demands players",20,high_fb
21,"principal, principal great, scoka, principal staff, students principal",51,high_fb
22,"cchs, cca, ccs, graduated cchs, ccsd",40,high_fb
23,"dress, dress code, code, wear, uniforms",212,high_fb
24,"gifted, gifted program, gifted students, bvn, gifted kids",52,high_fb
25,"ib, ib program, program, baccalaureate, international baccalaureate",538,high_fb
26,"ap, ap classes, honors, courses, classes",669,high_fb
27,"iep, child iep, ieps, special, ed",106,high_fb
28,"rating, ratings, rated, 10, greatschools",151,high_fb
29,"special, special needs, special education, special ed, ed",63,high_fb
30,"memories, graduated, loved, miss, remember",160,high_fb
31,"catholic, kellenberg, powers, catholic school, nwc",24,high_fb
32,"oak, oak park, oak high, red oak, oakmont",48,high_fb
33,"que, la, en, escuela, los",36,high_fb
34,"coach, football, coaches, players, sports",452,high_fb
35,"covid, pandemic, mask, covid 19, masks",66,high_fb
36,"creek, creek high, sandy creek, sandy, battery creek",58,high_fb
37,"small, sizes, size, class sizes, small class",25,high_fb
38,"stars, star, school stars, star school, school star",57,high_fb
39,"military, military family, school military, military families, rotc",103,high_fb
40,"neosho, bellow average, pshs, bellow, neosho school",3,high_fb
41,"st mary, mary, marys, mary small, st",6,high_fb
42,"lake, lakewood, lakeview, lakes, lakeshore",95,high_fb
44,"khs, kr, khhs, mooreville, fkhs",25,high_fb
45,"west, western, westside, west high, westview",150,high_fb
46,"adhd, child adhd, son adhd, 504 plan, 504",31,high_fb
47,"tamarac small, tamarac, school send, send kids, small school",1,high_fb
48,"parking, bus, traffic, parking lot, drop",44,high_fb
49,"oly, olathe, ogallala, tumwater, oly great",8,high_fb
50,"magnet, magnet program, magnet school, magnet programs, magnets",107,high_fb
51,"send, send kids, horrible, don send, send child",47,high_fb
52,"terrible, worst, horrible, awful, years life",93,high_fb
53,"turnover, administration, leadership, poor, teacher turnover",65,high_fb
54,"paul, st paul, pembroke, pembroke academy, highland",2,high_fb
55,"send, send child, child school, recommend sending, don send",64,high_fb
56,"office, rude, office staff, staff rude, desk",36,high_fb
57,"valley, valley view, valley high, valley school, sun valley",75,high_fb
58,"shen, mandarin, chinese, mingus, chino",23,high_fb
59,"french, mess schedules, bolsa, paris, french teacher",8,high_fb
60,"prep, college prep, preparatory, college, college preparatory",34,high_fb
61,"autism, autistic, autism spectrum, spectrum, children autism",20,high_fb
62,"sports, athletic, great sports, athletics, sports program",216,high_fb
63,"mrs, inside respectful, help compliments, tough helped, doiny",10,high_fb
64,"st joe, sjci, joseph, fewer, joe",5,high_fb
65,"richfield, fields brilliant, administrator single, proud richfield, satisfied civilian",6,high_fb
