Topic,Words,Frequency,Class
544,"standards arbor, principle ends, wasn provide, view wasn, terrible standards",1,high_fb
545,"italian, adminstrator scrolling, aren angry, scrolling cell, implemented administrators",2,high_fb
546,"nhhs, nha, experiences nhhs, alumnus nhhs, nhhs experience",10,high_fb
547,"parker, parker does, terry parker, terry, year parker",3,high_fb
549,"beacon, kids beacon, school beacon, plenty kids, beacon academy",10,high_fb
550,"benito high, benito, san benito, rms, college attedning",2,high_fb
551,"belleville, edwardsville high, belleview, edwardsville, belle",4,high_fb
552,"np, nphs, programs rising, rising api, unparalleled people",3,high_fb
553,"internet cellphones, supervisor disrespectful, administrators disaffected, disaffected staff, daytime custodian",4,high_fb
554,"boone, daniel boone, bridgeport, daniel, boone county",21,high_fb
555,"ehs, ehs offers, graduated ehs, ehs great, ehca",26,high_fb
556,"international, global, regarding pledge, global field, bachelor program",9,high_fb
557,"panther, panthers, panther panther, panthers school, panther school",15,high_fb
558,"excelsior, try youll, unlike excelsior, ok unlike, excelsior medical",4,high_fb
559,"magnolia, magnolia high, complete loved, passable place, important mustangs",5,high_fb
561,"pass kids, turkey, turkey research, mediocre theyou, level turkey",1,high_fb
562,"api, valley citrus, surpassed redlands, redlands, redlands east",6,high_fb
564,"years ppisd, ppisd involved, junior prhs, ridge glory, shot experience",2,high_fb
565,"rocky, rockys, rocky point, rocky hill, rocky school",5,high_fb
566,"heights, castle, ahhs, old heights, new castle",8,high_fb
568,"pilgrim, poverty warwick, quality pilgrim, think pilgrim, received sixties",2,high_fb
569,"cape, cape fear, cfa, fear, cape henry",11,high_fb
570,"sas, sas program, school sas, english 28, 28 soon",3,high_fb
571,"excellent excellent, condor family, especially celebrate, excellent connetquot, connetquot rest",4,high_fb
573,"rogers, rogers child, friends good, rogers high, ratio rogers",8,high_fb
574,"highest neighboring, kg high, attending kg, performance happy, happy performance",1,high_fb
575,"common core, common, core, indoctrination, course mid",3,high_fb
576,"spring average, overcrowding build, spring excellent, average suburban, problem overcrowding",1,high_fb
579,"seton, zero ethnic, strong faither, faither students, factor zero",2,high_fb
580,"geneva, romeoville high, geneva high, geneva school, romeoville",3,high_fb
581,"waterford, dana, kettering, aliso, apartment",4,high_fb
582,"addison trail, addison, hyde, trail high, washington post",3,high_fb
583,"allen, allen high, allen park, love allen, allen worst",17,high_fb
584,"elizabeth, st elizabeth, mixture young, comes unlike, elizabeth mayor",1,high_fb
586,"omhs, om, omni, howard county, provided owings",5,high_fb
588,"gangs, gang, school gangs, drugs, gangs drugs",30,high_fb
589,"red, red lion, lion, come multitude, life approximately",2,high_fb
590,"webster, fulla, turn webster, school fulla, fulla dub",1,high_fb
592,"mitchell, base accusations, lts changes, loved judge, bad mitchell",4,high_fb
593,"montgomery, school montgomery, montgomery school, montgomery county, montgomery known",16,high_fb
594,"helpful making, newtown, zoo recommend, section kind, minutes login",9,high_fb
595,"verde, palo verde, palo, inclusiveness unique, results performing",2,high_fb
598,"sierra, sierra high, stallions chance, student sierra, stallions",3,high_fb
599,"start jury, bates academy, academy 2013, bates, jury",1,high_fb
600,"seneca, sanford, terry sanford, terry, byrd",17,high_fb
601,"bengal, disappointing, school disappointing, disappointing school, disappointed",10,high_fb
602,"francis adams, bond district, adams high, charles francis, doing tried",1,high_fb
604,"nova, attended nova, defiantly, waste child, nova high",10,high_fb
605,"shreveport, louisiana, shreve, byrd, louisiana school",7,high_fb
606,"pk, used pk, sr freshmen, pk think, attend clay",1,high_fb
607,"stevenson, ucs, stevenson elementary, student stevenson, stevenson high",10,high_fb
608,"sunrise, setka, mr setka, david svorinic, svorinic",2,high_fb
610,"st augustine, augustine, chorus aice, augustine impressed, augustine high",1,high_fb
612,"hampton, hampton high, wade hampton, wade, new hampton",10,high_fb
614,"ll kudos, miller best, curriculum rate, kudos administration, tough curriculum",1,high_fb
615,"alameda, alamo, alamance, alamosa, staff alameda",10,high_fb
616,"blair, blair high, ib, british, programme",21,high_fb
617,"sequoia, sequoia great, really worth, carlos family, enroll sequoia",5,high_fb
618,"elgin, calhoun, u46, elgin middle, tense",5,high_fb
620,"harrison, harrison high, landon, harrison central, west harrison",20,high_fb
621,"aspen, aspen high, aspen schools, high aspen, best 15",2,high_fb
622,"comutity teacher, comutity, rarly good, repainted sign, saw repainted",5,high_fb
624,"northwest, northwest high, northwest hs, cabarrus high, northwest cabarrus",23,high_fb
625,"bolsa, bolingbrook, point boro, bolsa grande, bolingbrook high",9,high_fb
627,"mesa, mira mesa, mira, mesa high, stowers",8,high_fb
628,"canterbury, state championships, ferris features, championships academic, amounts profanity",1,high_fb
629,"corner thank, mdi high, thank cphs, difficult treat, mdusd love",3,high_fb
630,"okmulgee, pcn, oklahoma, scholars, okemos",12,high_fb
631,"ma, mahopac, mamhs, stanford year, year approximately",5,high_fb
632,"churchill, winston, winston school, winston churchill, churchill high",13,high_fb
633,"xavier, xavier high, xavier say, life xavier, brotherhood",9,high_fb
634,"princeton, princeton high, phs, phs phs, school princeton",11,high_fb
635,"kent, kentwood, kent meridian, kihs, kent district",10,high_fb
636,"tma, computer journalism, coming ipm, offerings subject, boys cool",1,high_fb
637,"langley, mclean high, mclean, overcrowded langley, track asians",2,high_fb
639,"disappointed pioneer, imagined contact, like disappointed, experience imagined, information like",1,high_fb
640,"hazel, longwood, collingswood, hazelwood, moral doing",4,high_fb
641,"demographics disappointing, bethesda schools, school bethesda, based demographics, scores based",1,high_fb
642,"loara, went uci, lodi high, loma, lodi",4,high_fb
643,"big best, thinking looking, grades fun, date grades, looking innovative",3,high_fb
644,"springfield, springfield high, springfield great, springfield township, township high",11,high_fb
645,"klein, klein oak, oak, stanton, school klein",40,high_fb
647,"foster, foster son, foster high, journalism, uil event",6,high_fb
648,"barnesville schools, intellectual teachers, went success, community anti, barnesville",1,high_fb
649,"hamden high, hamden, school hamden, hamlin, great clubs",6,high_fb
650,"cherokee, cherokee high, cherokee county, love cherokee, college cherokee",14,high_fb
652,"holmes, john holmes, holmes high, john, holmes great",15,high_fb
653,"knights, nimitz, niwot, wealthy bad, nimitz solid",8,high_fb
655,"thanks ls, sudbury worth, live sudbury, ls going, hired hear",1,high_fb
656,"gaithersburg, gaithersburg high, whitesburg, wickenburg, mrs rada",17,high_fb
659,"rvc, rvcs, rvhs, rv, oceanside",5,high_fb
661,"political, politics, indoctrination, opinions, teaching political",19,high_fb
662,"wildwood, wildwood middle, man soo, far wildwood, negative wmhs",3,high_fb
663,"gt, gt program, muc effort, colloqlium classes, bubble similar",1,high_fb
665,"taft, taft high, taft taft, taft gets, school taft",11,high_fb
666,"judson, parkway, currently judson, parkway north, nebraska",5,high_fb
667,"wonderful earth, rural setting, school rural, earth school, rural",1,high_fb
668,"staar, staar test, staar eoc, exams, exam",2,high_fb
669,"mormon, lds, mormons, lds people, lds faith",12,high_fb
670,"iowa, moines, des moines, des, iowa falls",11,high_fb
672,"aice, aice program, ais, school aice, aice diploma",8,high_fb
674,"columbus, whetstone, columbus city, coaching access, society teen",5,high_fb
677,"dawson, dawson county, boards extra, center serving, serving dawson",1,high_fb
678,"science, science research, science program, disipline, science department",10,high_fb
680,"teach japenese, pass serving, jafsh school, jafsh, cares tardies",2,high_fb
682,"fulton, fulton high, class easier, easier school, fulton county",6,high_fb
683,"carolina, south carolina, greensboro, carolina school, north carolina",9,high_fb
684,"irving, nimitz, irvington, irving nimitz, nimitz best",4,high_fb
685,"harding, went harding, harding really, ezell, love harding",5,high_fb
686,"henderson, henderson great, school henderson, pssas athletics, henderson years",7,high_fb
687,"decent problems, stuff room, excellent change, great major, problems excellent",5,high_fb
688,"robinson, robinson secondary, robinson great, robinson best, love robinson",9,high_fb
689,"laguna, hawks, laguna hawks, dale excell, students pertaining",3,high_fb
690,"florence, florence high, florence middle, fhs, alabama",13,high_fb
693,"lockers, locker, barely useable, cheap barely, textbooks person",4,high_fb
694,"poor, terrible leadership, follow informed, andy kovach, lackluster inadequate",7,high_fb
695,"tonka, rep, extremes rich, starting sending, sending pregnant",1,high_fb
696,"pghs, pg, graduated pghs, pg county, inlcuding science",5,high_fb
697,"pointe, south pointe, south, pointe high, rock hill",8,high_fb
700,"shore, north shore, shore fabulous, selection focus, shore hs",3,high_fb
701,"tucker, tucker high, pierce, experience tucker, grader tucker",5,high_fb
702,"caldwell, hibriten, school geniually, geniually cares, james caldwell",3,high_fb
705,"oakdale, moved oakdale, oakdale great, oakdale school, like oakdale",1,high_fb
707,"district, school district, grandchild sophmore, organization consider, spectacular district",10,high_fb
710,"broadmoor, southmoore, broadmoor lacks, educationally uneventful, love southmoore",2,high_fb
711,"southwest, southwestern, experience southwest, southwest great, southwest wonderful",10,high_fb
712,"happy hs, comfortable far, son feeling, far make, feeling comfortable",1,high_fb
713,"silverton high, fun theres, silverton, big like, theres lot",1,high_fb
714,"swain, attend sww, swain high, joke began, simply mainly",2,high_fb
716,"food, pepperoni, gross, wheat, kind pizza",7,high_fb
717,"alta, alta vista, alta high, acedemic, vista",4,high_fb
719,"recent removal, occur troubled, hopefully recent, superintendent significant, program mills",1,high_fb
720,"indiana, indy, schools indiana, indianapolis, ips",12,high_fb
721,"arch, challenging arch, respectful women, marketing ample, absolutely granted",1,high_fb
722,"butler, butler high, teachers butler, astor, butler school",7,high_fb
725,"peoria, president peoria, championships told, coaches president, board sports",2,high_fb
726,"fremont, fremont high, schools fremont, fremont great, class selection",7,high_fb
727,"st johns, johns, johns offers, offers program, st",2,high_fb
728,"fairmont, kettering fairmont, work expereince, enjoyed fairmont, recommend kettering",1,high_fb
730,"westlake, westlake high, thousand oaks, thousand, oaks high",8,high_fb
731,"cyber, conestoga valley, conestoga, cyber school, cyber doing",2,high_fb
732,"boarding, eh basically, rank lot, graduating stopped, scholarships ect",1,high_fb
733,"vwcs, vwcs adopted, youth career, expand progressive, positive cotninue",1,high_fb
734,"chandler, chandler high, gotten participate, rest planning, chandler center",3,high_fb
735,"fights, barringer, fight, school fights, fight school",12,high_fb
736,"colfax, colfax high, invest thankful, special town, colfax couldn",3,high_fb
737,"don eat, eat, account negative, cards children, food",4,high_fb
739,"hstat, telecommunications, tele, hs, hsa",6,high_fb
740,"lebanon, lebanon high, mt lebanon, new lebanon, lhs",19,high_fb
742,"clover, cloverleaf, clover hill, cloverdale, cloverhill",11,high_fb
747,"looks individually, desires learning, supportive meet, manner supports, large highly",2,high_fb
748,"homeschool, homeschooling, cosmetology, better homeschooling, school homeschool",9,high_fb
749,"fairfax, fairfax high, fairfax county, ap teachers, schools fairfax",7,high_fb
750,"einstein, einstein academy, vac, alfred, attending einstein",5,high_fb
751,"harbor, number committed, harborfields teachers, family harbor, 00 high",4,high_fb
752,"falcons, falcon, falcons fly, fly high, fly",9,high_fb
753,"preston, ashbrook, pile, leave outgoing, preston decided",2,high_fb
755,"terra, terra nova, tn, design internationally, retiring thank",1,high_fb
756,"bpa anaheim, barber afforded, dream lovemisd, 4th java, 5th computer",1,high_fb
758,"seminole, seminole high, seminole county, health academy, students seminole",16,high_fb
759,"roberts, owen roberts, owen, matriculate, roberts wonderful",3,high_fb
760,"webb, webb city, wchs, webb school, best webb",6,high_fb
761,"jesuit, jesuit great, loyola, jesuit education, jesuit prepared",7,high_fb
762,"dublin, dublin high, upper dublin, dublin schools, galway",18,high_fb
763,"ward, ward melville, melville, melville provides, melville wide",2,high_fb
764,"powell, powell high, rezoning, graduated powell, troublemakers",4,high_fb
766,"cottonwood, cottownood, cottonwood high, 9th grader, kids cottonwood",6,high_fb
767,"entitled easy, wants lives, graham, offer motivated, graham high",1,high_fb
768,"helena, st helena, greatschools vice, books academically, department shiny",1,high_fb
769,"sbhs, animatronics, cardinal city, sbms, sba",6,high_fb
770,"chapel hill, chapel, hill, hill high, chhs",29,high_fb
771,"rosemont, rosemont high, big blue, rosebank, love rosemont",12,high_fb
772,"williams, williamstown, laneborough, mathematics mount, activities wehs",3,high_fb
774,"wauconda, waggener, waccamaw, wacs, student wauconda",10,high_fb
775,"504, 504 plan, plan, guidance counselor, son 504",8,high_fb
776,"hammond, school hammond, kerr, grades hcpss, known hammond",5,high_fb
777,"denver, colorado, denver academy, colorado school, pom",9,high_fb
781,"ea, ascension, staff ea, parish kid, ea big",1,high_fb
782,"glendale, glendale high, ghs, glendale strong, student glendale",6,high_fb
783,"skyline, skyline high, school skyline, graduated skyline, skyline offers",12,high_fb
784,"davidson, davidson high, north davidson, school davidson, ndhs",5,high_fb
785,"hudson, greenport, hudson greenport, industries, displaced small",7,high_fb
787,"nda don, principal sacrificed, current bump, sacrificed children, children nda",1,high_fb
788,"el dorado, dorado, eldorado, el, el monte",6,high_fb
789,"reed, burley, greely, william reed, experience reed",4,high_fb
791,"shiloh, south gwinnett, gwinnett, atl, shiloh hills",10,high_fb
792,"milwaukee, dsha, south milwaukee, milwaukee lutheran, dsha great",6,high_fb
794,"hopkins, hopkinsville, cchs, glamorous things, general regarding",3,high_fb
795,"windsor, east windsor, new britain, britain, saturday carnivals",2,high_fb
796,"serra, serrano, serra high, junipero, junipero serra",9,high_fb
797,"ee, works theres, sitha love, pride thats, pasion grades",1,high_fb
798,"kempner, worry ground, great muslims, zoned absolutely, kempner zoned",1,high_fb
799,"monte vista, monte, vista, increase goal, doing weighing",2,high_fb
800,"pasadena, phs, school pasadena, average education, pasadena district",3,high_fb
801,"walton, cobb, walton high, years walton, school walton",18,high_fb
802,"memorial, memorial high, memorial hs, school sbisd, sbisd",8,high_fb
804,"tc, alexandria, williams, tc williams, university",57,high_fb
805,"sherwood, went sherwood, sherwood great, jocks pact, towson great",5,high_fb
806,"suburban council, bshs, school suburban, strand, choice curricular",2,high_fb
807,"sg, dimand, vps yelling, freshmen htis, sg vps",3,high_fb
808,"doral, responses choice, courses esembler, choosing mount, supportive enrolled",1,high_fb
809,"favoritism, teachers favoritism, children seek, favoritism large, favoritism enforce",8,high_fb
810,"experience woodstock, woodstock great, students entertained, great liked, woodstock",1,high_fb
811,"russellville, russellville high, russell, individuals care, education russellville",6,high_fb
812,"km, kmta, kms, ocasionally best, fighting ocasionally",2,high_fb
813,"extremely positive, positive, positive school, outcomes major, quad positive",8,high_fb
814,"leo, st leo, leo elementary, leo don, ren leo",4,high_fb
815,"memphis, school memphis, horn lake, white station, optional program",4,high_fb
816,"leading succeeding, ready inspite, inspite size, graduates leading, fergus high",1,high_fb
817,"praise different, cultures pretty, competent counseling, hardworking good, respect praise",6,high_fb
819,"wlhs positive, counsellors experience, year wlhs, positive experience, excellent counsellors",5,high_fb
820,"bellaire, bella, bella vista, bellaire high, vista",10,high_fb
821,"representative culture, challenging representative, culture preparing, armstrong, armstrong high",1,high_fb
823,"preschool lab, lab class, lab, preparation attending, went lab",2,high_fb
824,"flanagan, ramsey, murphy, patrolled love, ramsey high",3,high_fb
829,"roswell, rne, roswell high, milton, roswell north",8,high_fb
830,"gulfport, gulfport high, gulf, gulfport school, ghs",19,high_fb
831,"rbhs, rbc, rbs, rb, rbcs",11,high_fb
832,"aoit, east high, east, software animation, technology owe",1,high_fb
833,"platt tech, attend platt, tech doing, platt, really staff",1,high_fb
834,"bixby, 6a, 6a school, bixby definitely, bixbys",4,high_fb
835,"murray, murray high, ap concurrent, concurrent enrollment, hill murray",4,high_fb
836,"cougars, cougar, nm, cougars say, cougars amazing",7,high_fb
838,"paso, el paso, el, eastlake, school el",11,high_fb
839,"macarthur, schultz, visible tp, mac interested, sophomore macarthur",4,high_fb
840,"travis, lake travis, lake, bust little, travis schools",3,high_fb
841,"belmont, lives belmont, belmont child, belmont graduate, trying belmont",2,high_fb
842,"dekalb, dekalb county, say dekalb, dekalb school, school dekalb",10,high_fb
846,"warren, warrendale, warren township, warren great, almond campus",13,high_fb
847,"fort, fortis, fdhs offers, fort family, referrals fort",6,high_fb
848,"hickory, hickory high, burnet, burnet cisd, attending hickory",8,high_fb
849,"asb, involve push, doesnt push, care skyhawks, know faculties",1,high_fb
850,"ta, enjoy moment, braves, vocational, new shops",7,high_fb
852,"cox, cox high, lot drugs, attended cox, cox excellent",4,high_fb
853,"utah, cottonwood, school utah, utah school, years cottonwood",5,high_fb
855,"turner, newburgh, newburgh schools, newman smith, newman",6,high_fb
856,"cumberland, cumberland high, cumberland county, chs offers, cumberland academy",7,high_fb
858,"lhs, lhs great, lmhs, lghs, think lhs",32,high_fb
859,"fantastic need, need plan, future highly, plan future, believe read",3,high_fb
860,"evans high, evans, complaints asked, ehs important, seriously ehs",1,high_fb
861,"lansing, east lansing, wealthier families, lansing christian, wealthier",6,high_fb
862,"sequoyah, sequoyah read, exposes great, oriented graduated, sequoyah college",1,high_fb
863,"difficulties openly, invite graduate, similarly bought, hapless similarly, bought wealthy",2,high_fb
864,"tree, marked tree, mmarked tree, mmarked, tree went",2,high_fb
865,"reagan, ronald reagan, ronald, reagan high, reagan does",13,high_fb
866,"whitman, severna park, severna, walt whitman, walt",5,high_fb
869,"mcnair, ronald mcnair, assignments encountered, barone running, fernando titus",3,high_fb
870,"farrar school, entire bondurant, bondurant farrar, bondurant, aspects ve",3,high_fb
871,"shelton, overhauled fresh, rated amity, fairfield student, amity trumbull",2,high_fb
872,"nurse, healthy tells, lay 10, resources fees, unprofessional tax",3,high_fb
873,"spartans, sparta, spartan, moberly, spartan high",8,high_fb
874,"richland, loveland, richland northeast, loveland high, richland hs",17,high_fb
876,"santiago, chiles, santiago high, attended santiago, football coach",10,high_fb
877,"midland, chemic, cabell midland, cabell, dow",3,high_fb
878,"ohs, oha, attending ohs, ohs amazing, love ohs",21,high_fb
880,"harlem, student athletes, talents feelings, feelings teams, kids boylan",1,high_fb
882,"bowne, students bowne, bowne high, barnette, bowers",2,high_fb
885,"dallas, east bernard, dallas high, bernard, bernard looking",4,high_fb
886,"philadelphia, preety, gwhs, philly, school philadelphia",2,high_fb
890,"harvard, towson, going harvard, harvard university, harvard mit",8,high_fb
891,"valle high, valle, vallejo, del valle, del",5,high_fb
894,"jonesboro, jones, thrive tough, help jonesboro, paycheck instill",1,high_fb
895,"population enjoy, grateful lhs, notch rotc, desirable live, love increasing",4,high_fb
896,"morristown, morristown west, morris, morristown latest, program morristown",3,high_fb
899,"sota, soar, education sota, directly sota, resulted developing",5,high_fb
900,"ashland, ashland high, oxbow, deciding ashland, ahs",6,high_fb
901,"marlborough, maury, assabet learned, consequently work, couselors nashoba",1,high_fb
904,"westfield, source instruction, time westfield, went westfield, westfield school",8,high_fb
905,"san antonio, antonio, judson, san, jay high",5,high_fb
906,"vikings, viking, dixon, vikings love, calfornia",6,high_fb
907,"officer harrington, harrington, weston, actually returned, stolen officer",2,high_fb
908,"curriculars facilities, say lwc, pwc administration, lwc prepared, complaint terribly",2,high_fb
909,"ice running, bathrooms cochroaches, cochroaches, cochroaches ice, improve cafeteria",1,high_fb
912,"andrews, andrews high, graduated andrews, best andrews, hpc",12,high_fb
914,"loves happy, child loves, loves, happy, child",1,high_fb
915,"beaver, xenia, beaverton, beaverton high, western beaver",4,high_fb
916,"troy, troy high, graduated troy, troy center, troy amazing",17,high_fb
917,"calabasas, calabash, calabasas high, calabasas residents, way skin",7,high_fb
918,"meridian, cato meridian, junior meridian, owe raised, certification pathways",3,high_fb
920,"attended aurora, 12 received, aurora public, aurora, schools 12",1,high_fb
922,"cardinal, cardinals, tvhs, thestuff, white gooooo",5,high_fb
923,"memorial honor, happy memorial, memorial came, memorial, student memorial",1,high_fb
925,"fishers, fishers ratings, slapped ignored, elitist meeting, district 3500",1,high_fb
926,"greenville, greenville high, greenville middle, middle academy, ghs",8,high_fb
927,"nhs, norwalk, graduated nhs, student nhs, nhs great",31,high_fb
929,"shasta, shasta high, mt shasta, sha, did strugle",3,high_fb
930,"redwood, redwood great, redwood high, redwood day, love redwood",6,high_fb
934,"high point, point, hpc, point central, brooke point",9,high_fb
937,"elkins, elkhorn, elk, elkins high, elkhorn area",13,high_fb
938,"advocate strong, socially admittedly, focused large, teachers nshs, admittedly achievement",1,high_fb
940,"boils lucky, sons coral, went scores, decent afraid, important older",1,high_fb
942,"palmetto, palmetto high, palmetto great, aice, southridge",22,high_fb
944,"truman, trumansburg, truman high, graduated truman, truman hs",7,high_fb
945,"topeka, topeka high, school topeka, topeka collegiate, department best",7,high_fb
946,"did embraced, hhh reviews, attending hhh, outdated paying, grandparent florida",4,high_fb
947,"milford, good professors, milford high, school typical, middle popular",3,high_fb
948,"homestead, homesteads drug, popular thankful, cops popular, homestead challenging",2,high_fb
950,"bellevue, school bellevue, bellevue school, bellevue right, building midst",5,high_fb
